,0
1874,40.640686
1875,40.606544
1876,40.628487
1877,40.880356
1878,41.005417
1879,41.008354
1880,41.05373
1881,41.131405
1882,41.06041
1883,40.880184
1884,40.624485
1885,40.733215
1886,40.784927
1887,40.68553
1888,40.61152
1889,40.611294
1890,40.82356
1891,40.871845
1892,40.709507
1893,40.84265
1894,40.83613
1895,40.79437
1896,40.669163
1897,40.46703
1898,40.267998
1899,40.459545
1900,40.42427
1901,40.284496
1902,40.275097
1903,40.314312
1904,40.572193
1905,40.686516
1906,40.54801
1907,40.673435
1908,40.69447
1909,40.663902
1910,40.531654
1911,40.355312
1912,40.192318
1913,40.40124
1914,40.442364
1915,40.363865
1916,40.303032
1917,40.326565
1918,40.576675
1919,40.72618
1920,40.6277
1921,40.784557
1922,40.81909
1923,40.801556
1924,40.682495
1925,40.5252
1926,40.367508
1927,40.574368
1928,40.653385
1929,40.630608
1930,40.594727
1931,40.62401
1932,40.890087
1933,41.024715
1934,40.884434
1935,41.000706
1936,40.984127
1937,40.936813
1938,40.818413
1939,40.66012
1940,40.515434
1941,40.742706
1942,40.753143
1943,40.66262
1944,40.59409
1945,40.60264
1946,40.81145
1947,40.877808
1948,40.781406
1949,40.774418
1950,40.8195
1951,40.704655
1952,40.481125
1953,40.19207
1954,40.30609
1955,40.414482
1956,40.38858
1957,40.316006
1958,40.32795
1959,40.556038
1960,40.656956
1961,40.509983
1962,40.635162
1963,40.64864
1964,40.619453
1965,40.499405
1966,40.348698
1967,40.19802
1968,40.40664
1969,40.484756
1970,40.466263
1971,40.42107
1972,40.439873
1973,40.684654
1974,40.804012
1975,40.641033
1976,40.732506
1977,40.739075
1978,40.700306
1979,40.58234
1980,40.416836
1981,40.288208
1982,40.522034
1983,40.593098
1984,40.585487
1985,40.51678
1986,40.566628
1987,40.82296
1988,40.943024
1989,40.702457
1990,40.76392
1991,40.741924
1992,40.687687
1993,40.558815
1994,40.38112
1995,40.225513
1996,40.47377
1997,40.511475
1998,40.420643
1999,40.365257
2000,40.378426
2001,40.616196
2002,40.728157
2003,40.55513
2004,40.693462
2005,40.70003
2006,40.636623
2007,40.477146
2008,40.261242
2009,40.069813
2010,40.29712
2011,40.360294
2012,40.280582
2013,40.216835
2014,40.22404
2015,40.44215
2016,40.568233
2017,40.54306
2018,40.58498
2019,40.65925
2020,40.56222
2021,40.371326
2022,40.1261
2023,40.275993
2024,40.353226
2025,40.264153
2026,40.191395
2027,40.243618
2028,40.544907
2029,40.906048
2030,40.58392
2031,40.71481
2032,40.78794
2033,40.867
2034,40.779022
2035,40.65003
2036,40.41777
2037,40.593094
2038,40.65302
2039,40.57493
2040,40.560894
2041,40.58359
2042,40.84146
2043,40.987827
2044,40.95726
2045,41.15841
2046,41.198067
2047,41.184235
2048,41.08843
2049,40.98242
2050,40.92195
2051,41.27221
2052,41.324135
2053,41.265163
2054,41.338314
2055,41.368107
2056,41.640984
2057,41.804188
2058,41.743958
2059,41.908512
2060,41.9229
2061,41.906025
2062,41.763096
2063,41.597107
2064,41.435078
2065,41.66649
2066,41.726585
2067,41.647243
2068,41.626568
2069,41.617752
2070,41.838036
2071,41.934986
2072,41.785423
2073,41.892315
2074,41.89768
2075,41.875008
2076,41.7485
2077,41.593822
2078,41.490505
2079,41.803917
2080,41.897446
2081,41.84164
2082,41.94585
2083,42.047817
2084,42.312138
