Current,Forcast,Real,Dates
[79.68000030517578],[82.10812],[77.9000015258789],2023-01-27
[77.9000015258789],[81.754654],[78.87000274658203],2023-01-30
[78.87000274658203],[81.23066],[76.41000366210938],2023-01-31
[76.41000366210938],[80.43732],[75.87999725341797],2023-02-01
[75.87999725341797],[79.44049],[73.38999938964844],2023-02-02
[73.38999938964844],[78.12374],[74.11000061035156],2023-02-03
[74.11000061035156],[76.80799],[77.13999938964844],2023-02-06
[77.13999938964844],[75.50003],[78.47000122070312],2023-02-07
[78.47000122070312],[74.20342],[78.05999755859375],2023-02-08
[78.05999755859375],[72.785286],[79.72000122070312],2023-02-09
[79.72000122070312],[71.12841],[80.13999938964844],2023-02-10
[80.13999938964844],[69.48545],[79.05999755859375],2023-02-13
[79.05999755859375],[67.5945],[78.58999633789062],2023-02-14
[78.58999633789062],[65.34778],[78.48999786376953],2023-02-15
[78.48999786376953],[62.726635],[76.33999633789062],2023-02-16
[78.48999786376953],[59.67784],[76.33999633789062],2023-02-17
