Current,Forcast,Real,Dates
[75.38999938964844],[76.20816],[77.27999877929688],2022-12-13
[77.27999877929688],[75.95972],[76.11000061035156],2022-12-14
[76.11000061035156],[75.66658],[74.29000091552734],2022-12-15
[74.29000091552734],[75.15544],[75.19000244140625],2022-12-16
[75.19000244140625],[75.05398],[76.08999633789062],2022-12-19
[76.08999633789062],[75.022575],[78.29000091552734],2022-12-20
[78.29000091552734],[74.97658],[77.48999786376953],2022-12-21
[77.48999786376953],[74.87393],[79.55999755859375],2022-12-22
[79.55999755859375],[74.62845],[79.52999877929688],2022-12-23
[79.52999877929688],[74.68775],[78.95999908447266],2022-12-27
[78.95999908447266],[74.782745],[78.4000015258789],2022-12-28
[78.4000015258789],[74.84974],[80.26000213623047],2022-12-29
[80.26000213623047],[74.77511],[76.93000030517578],2022-12-30
[76.93000030517578],[75.170204],[72.83999633789062],2023-01-03
[72.83999633789062],[75.53293],[73.66999816894531],2023-01-04
[73.66999816894531],[75.74104],[73.7699966430664],2023-01-05
[73.7699966430664],[75.57208],[74.62999725341797],2023-01-06
[74.62999725341797],[76.132385],[75.12000274658203],2023-01-09
[75.12000274658203],[76.85015],[77.41000366210938],2023-01-10
[77.41000366210938],[77.47202],[78.38999938964844],2023-01-11
[78.38999938964844],[77.89477],[79.86000061035156],2023-01-12
[79.86000061035156],[77.94729],[78.8499984741211],2023-01-13
[78.8499984741211],[78.67379],[80.18000030517578],2023-01-16
[80.18000030517578],[79.52836],[79.4800033569336],2023-01-17
[79.4800033569336],[80.20004],[80.33000183105469],2023-01-18
[80.33000183105469],[80.60575],[81.30999755859375],2023-01-19
[81.30999755859375],[80.61582],[81.62000274658203],2023-01-20
[81.62000274658203],[81.26444],[80.12999725341797],2023-01-23
[80.12999725341797],[81.921104],[80.1500015258789],2023-01-24
[80.1500015258789],[82.31812],[81.01000213623047],2023-01-25
[81.01000213623047],[82.37965],[79.68000030517578],2023-01-26
[79.68000030517578],[81.973854],[77.9000015258789],2023-01-27
[77.9000015258789],[82.10739],[78.87000274658203],2023-01-30
[78.87000274658203],[82.22343],[76.41000366210938],2023-01-31
[76.41000366210938],[81.96451],[75.87999725341797],2023-02-01
[75.87999725341797],[81.31342],[73.38999938964844],2023-02-02
[73.38999938964844],[80.139824],[74.11000061035156],2023-02-03
[74.11000061035156],[79.50348],[77.13999938964844],2023-02-06
[77.13999938964844],[78.93065],[78.47000122070312],2023-02-07
[78.47000122070312],[78.175026],[78.05999755859375],2023-02-08
[78.05999755859375],[77.15571],[79.72000122070312],2023-02-09
[79.72000122070312],[75.667244],[80.13999938964844],2023-02-10
[80.13999938964844],[74.61777],[79.05999755859375],2023-02-13
[79.05999755859375],[73.538994],[78.58999633789062],2023-02-14
[78.58999633789062],[72.29445],[78.48999786376953],2023-02-15
[78.48999786376953],[70.74893],[76.33999633789062],2023-02-16
[78.48999786376953],[68.56234],[76.33999633789062],2023-02-17
