Current,Forcast,Real,Dates
[97.01000213623048],[93.920845],[91.63999938964844],2022-08-29
[91.63999938964844],[92.30668],[89.55000305175781],2022-08-30
[89.55000305175781],[89.51811],[86.61000061035156],2022-08-31
[86.61000061035156],[88.02032],[86.87000274658203],2022-09-01
[86.87000274658203],[85.91967],[86.87999725341797],2022-09-02
[86.87999725341797],[84.345184],[81.94000244140625],2022-09-06
[81.94000244140625],[83.131256],[83.54000091552734],2022-09-07
[83.54000091552734],[85.01882],[86.79000091552734],2022-09-08
[86.79000091552734],[87.47523],[87.77999877929688],2022-09-09
[87.77999877929688],[87.47259],[87.30999755859375],2022-09-12
[87.30999755859375],[86.288414],[88.4800033569336],2022-09-13
[88.4800033569336],[87.09846],[85.0999984741211],2022-09-14
[85.0999984741211],[86.16467],[85.11000061035156],2022-09-15
[85.11000061035156],[84.88994],[85.7300033569336],2022-09-16
[85.7300033569336],[85.33352],[84.44999694824219],2022-09-19
[84.44999694824219],[84.63659],[82.94000244140625],2022-09-20
[82.94000244140625],[82.86473],[83.48999786376953],2022-09-21
[83.48999786376953],[81.40791],[78.73999786376953],2022-09-22
[78.73999786376953],[79.81398],[76.70999908447266],2022-09-23
[76.70999908447266],[77.71658],[78.5],2022-09-26
[78.5],[78.61479],[82.1500015258789],2022-09-27
[82.1500015258789],[81.13687],[81.2300033569336],2022-09-28
[81.2300033569336],[81.53395],[79.48999786376953],2022-09-29
[79.48999786376953],[81.17738],[83.62999725341797],2022-09-30
[83.62999725341797],[83.197624],[86.5199966430664],2022-10-03
[86.5199966430664],[85.57998],[87.76000213623047],2022-10-04
[87.76000213623047],[87.5058],[88.44999694824219],2022-10-05
[88.44999694824219],[89.14844],[92.63999938964844],2022-10-06
[92.63999938964844],[91.35116],[91.12999725341795],2022-10-07
[91.12999725341795],[90.88904],[89.3499984741211],2022-10-10
[89.3499984741211],[88.6321],[87.2699966430664],2022-10-11
[87.2699966430664],[87.79125],[89.11000061035156],2022-10-12
[89.11000061035156],[87.60001],[85.61000061035156],2022-10-13
[85.61000061035156],[86.1535],[85.45999908447266],2022-10-14
[85.45999908447266],[84.62032],[82.81999969482422],2022-10-17
[82.81999969482422],[84.6355],[85.55000305175781],2022-10-18
[85.55000305175781],[85.326065],[85.9800033569336],2022-10-19
[85.9800033569336],[85.19732],[85.05000305175781],2022-10-20
[85.05000305175781],[84.572426],[84.58000183105469],2022-10-21
[84.58000183105469],[85.16474],[85.31999969482422],2022-10-24
[85.31999969482422],[86.16019],[87.91000366210938],2022-10-25
[87.91000366210938],[87.6915],[89.08000183105469],2022-10-26
[89.08000183105469],[88.10414],[87.9000015258789],2022-10-27
[87.9000015258789],[87.59791],[86.52999877929688],2022-10-28
[86.52999877929688],[86.902115],[88.37000274658203],2022-10-31
[88.37000274658203],[87.58226],[90.0],2022-11-01
[90.0],[89.557014],[88.16999816894531],2022-11-02
[88.16999816894531],[90.09426],[92.61000061035156],2022-11-03
[92.61000061035156],[90.98285],[91.79000091552734],2022-11-04
[91.79000091552734],[90.607704],[88.91000366210938],2022-11-07
[88.91000366210938],[87.94436],[85.83000183105469],2022-11-08
[85.83000183105469],[86.70492],[86.47000122070312],2022-11-09
[86.47000122070312],[87.19718],[88.95999908447266],2022-11-10
[88.95999908447266],[87.84645],[85.87000274658203],2022-11-11
[85.87000274658203],[86.44524],[86.91999816894531],2022-11-14
[86.91999816894531],[85.254745],[85.58999633789062],2022-11-15
[85.58999633789062],[85.39458],[81.63999938964844],2022-11-16
[81.63999938964844],[82.0768],[80.08000183105469],2022-11-17
[80.08000183105469],[79.850334],[79.7300033569336],2022-11-18
[79.7300033569336],[79.720215],[80.94999694824219],2022-11-21
[80.94999694824219],[79.14728],[77.94000244140625],2022-11-22
[77.94000244140625],[78.10672],[76.27999877929688],2022-11-23
[76.27999877929688],[77.35974],[77.23999786376953],2022-11-25
[77.23999786376953],[77.670685],[78.19999694824219],2022-11-28
[78.19999694824219],[78.265465],[80.55000305175781],2022-11-29
[80.55000305175781],[80.002075],[81.22000122070312],2022-11-30
[81.22000122070312],[81.148994],[79.9800033569336],2022-12-01
[79.9800033569336],[80.44689],[76.93000030517578],2022-12-02
[76.93000030517578],[77.143234],[74.25],2022-12-05
[74.25],[73.435875],[72.01000213623047],2022-12-06
[72.01000213623047],[71.39833],[71.45999908447266],2022-12-07
[71.45999908447266],[70.89672],[71.0199966430664],2022-12-08
[71.0199966430664],[72.25497],[73.16999816894531],2022-12-09
[73.16999816894531],[74.177124],[75.38999938964844],2022-12-12
[75.38999938964844],[75.92911],[77.27999877929688],2022-12-13
[77.27999877929688],[77.01641],[76.11000061035156],2022-12-14
[76.11000061035156],[75.79806],[74.29000091552734],2022-12-15
[74.29000091552734],[74.31332],[75.19000244140625],2022-12-16
[75.19000244140625],[74.97307],[76.08999633789062],2022-12-19
[76.08999633789062],[76.42073],[78.29000091552734],2022-12-20
[78.29000091552734],[78.17254],[77.48999786376953],2022-12-21
[77.48999786376953],[78.90695],[79.55999755859375],2022-12-22
[79.55999755859375],[79.542404],[79.52999877929688],2022-12-23
[79.52999877929688],[79.50677],[78.95999908447266],2022-12-27
[78.95999908447266],[78.69076],[78.4000015258789],2022-12-28
[78.4000015258789],[79.270386],[80.26000213623047],2022-12-29
[80.26000213623047],[79.74061],[76.93000030517578],2022-12-30
[76.93000030517578],[77.60689],[72.83999633789062],2023-01-03
[72.83999633789062],[73.61813],[73.66999816894531],2023-01-04
[73.66999816894531],[72.80974],[73.7699966430664],2023-01-05
[73.7699966430664],[73.966866],[74.62999725341797],2023-01-06
[74.62999725341797],[74.37438],[75.12000274658203],2023-01-09
[75.12000274658203],[75.67903],[77.41000366210938],2023-01-10
[77.41000366210938],[78.23835],[78.38999938964844],2023-01-11
[78.38999938964844],[79.157364],[79.86000061035156],2023-01-12
[79.86000061035156],[78.7466],[78.8499984741211],2023-01-13
[78.8499984741211],[78.09248],[80.18000030517578],2023-01-16
[80.18000030517578],[78.71531],[79.4800033569336],2023-01-17
[79.4800033569336],[80.36907],[80.33000183105469],2023-01-18
[80.33000183105469],[81.320206],[81.30999755859375],2023-01-19
[81.30999755859375],[81.48295],[81.62000274658203],2023-01-20
[81.62000274658203],[80.51393],[80.12999725341797],2023-01-23
[80.12999725341797],[79.099754],[80.1500015258789],2023-01-24
[80.1500015258789],[79.72331],[81.01000213623047],2023-01-25
[81.01000213623047],[81.2486],[79.68000030517578],2023-01-26
[79.68000030517578],[81.18259],[77.9000015258789],2023-01-27
[77.9000015258789],[78.926346],[78.87000274658203],2023-01-30
[78.87000274658203],[77.09925],[76.41000366210938],2023-01-31
[76.41000366210938],[75.66695],[75.87999725341797],2023-02-01
[75.87999725341797],[74.63446],[73.38999938964844],2023-02-02
[73.38999938964844],[75.54122],[74.11000061035156],2023-02-03
[74.11000061035156],[76.78873],[77.13999938964844],2023-02-06
[77.13999938964844],[77.742325],[78.47000122070312],2023-02-07
[78.47000122070312],[77.94518],[78.05999755859375],2023-02-08
[78.05999755859375],[77.08507],[79.72000122070312],2023-02-09
[79.72000122070312],[78.299545],[80.13999938964844],2023-02-10
[80.13999938964844],[80.76211],[79.05999755859375],2023-02-13
[79.05999755859375],[82.42548],[78.58999633789062],2023-02-14
[78.58999633789062],[81.46232],[78.48999786376953],2023-02-15
[78.48999786376953],[74.00369],[76.33999633789062],2023-02-16
[78.48999786376953],[61.897266],[76.33999633789062],2023-02-17
